variety,yield_total,trial,sel.site
W9200.7,7,2013_FL,Wisconsin
W9202.2,8.2,2013_FL,Wisconsin
W9252.7,6.5,2013_FL,Wisconsin
W8822.1,10.7,2013_FL,Wisconsin
W9252.7,8.7,2013_FL,Wisconsin
W9285.3Y,7.8,2013_FL,Wisconsin
W9306.1,8.8,2013_FL,Wisconsin
W9306.1,6,2013_FL,Wisconsin
W9577.6Y,9.6,2013_FL,Wisconsin
MSR127.2,6.3,2013_FL,Michigan
W8822.1,7.9,2013_FL,Wisconsin
NDTX091908AB.2W,9.3,2013_FL,Texas
NY153,7.8,2013_FL,NewYork
NY153,9.4,2013_FL,NewYork
NYJ112.2,7.4,2013_FL,NewYork
NYJ112.2,8.8,2013_FL,NewYork
NYJ2.29,5.8,2013_FL,NewYork
NYJ2.29,7.2,2013_FL,NewYork
NYWJ11.5,9.7,2013_FL,NewYork
TX09396.1W,9.6,2013_FL,Texas
MSR128.4Y,4.7,2013_FL,Michigan
B2895.8,6.7,2013_FL,Wisconsin
MSR127.2,8.7,2013_FL,Michigan
AF5038.1,5.6,2013_FL,Maine
AF5038.6,10,2013_FL,Maine
AF5040.8,7.6,2013_FL,Maine
AF5081.4,9.1,2013_FL,Maine
AF5138.2,8.6,2013_FL,Maine
AF5142.3,8.7,2013_FL,Maine
AF5152.2,7.4,2013_FL,Maine
AF5152.3,7,2013_FL,Maine
AF5320.1,8,2013_FL,Maine
AF4971.3,8.5,2013_FL,Maine
B2842.1,4.6,2013_FL,Wisconsin
B2869.15,6.2,2013_FL,Wisconsin
B2869.20,6.9,2013_FL,Wisconsin
B2869.29,6.9,2013_FL,Wisconsin
B2883.11,6.3,2013_FL,Wisconsin
B2904.2,8.9,2013_FL,Wisconsin
B2936.2,6.9,2013_FL,Wisconsin
B2947.4,6.5,2013_FL,Wisconsin
B2947.8,7.8,2013_FL,Wisconsin
AF4975.3,7,2013_FL,Maine
AF4747.5,6.6,2013_FL,Maine
B2950.3,9.5,2013_FL,Wisconsin
AC05153.1W,7.2,2013_FL,Colorado
AC00206.2W,9.3,2013_FL,Colorado
AC00206.2W,10.1,2013_FL,Colorado
AC03452.2W,8,2013_FL,Colorado
AC03452.2W,10.5,2013_FL,Colorado
AC05153.1W,5.1,2013_FL,Colorado
AF4740.1,8.2,2013_FL,Maine
AF4157.6,5.6,2013_FL,Maine
AF4157.6,5.5,2013_FL,Maine
AF4552.5,7.1,2013_FL,Maine
AF4552.5,5.6,2013_FL,Maine
AF4573.2,8.4,2013_FL,Maine
AF4573.2,7.3,2013_FL,Maine
AF4648.2,7.3,2013_FL,Maine
AF4648.2,4.8,2013_FL,Maine
AF4736.10,5.7,2013_FL,Maine
B2950.2,7.5,2013_FL,Wisconsin
A01143.3C,8.4,2013_FL,Idaho
MSL007.B,5.6,2013_FL,Michigan
MSK061.4,4.5,2013_FL,Michigan
MSK061.4,6.4,2013_FL,Michigan
MSL007.B,4.6,2013_FL,Michigan
MSM246.B,7.3,2013_FL,Michigan
MSM246.B,6.2,2013_FL,Michigan
MSN190.2,6.4,2013_FL,Michigan
MSN190.2,4.8,2013_FL,Michigan
MSQ086.3,7.1,2013_FL,Michigan
MSQ086.3,5.2,2013_FL,Michigan
MSQ089.1,8.5,2013_FL,Michigan
MSQ089.1,3.7,2013_FL,Michigan
MSR058.1,4.5,2013_FL,Michigan
B2960.4,8.5,2013_FL,Wisconsin
MSR058.1,8.5,2013_FL,Michigan
CO05061.6W,6.8,2013_FL,Colorado
BNC311.4,8,2013_FL,NorthCarolina
BNC317.8,7.4,2013_FL,NorthCarolina
CO02024.9W,6.3,2013_FL,Colorado
CO02024.9W,7.5,2013_FL,Colorado
CO02033.1W,7.2,2013_FL,Colorado
CO02033.1W,8.4,2013_FL,Colorado
CO05061.6W,6.1,2013_FL,Colorado
BNC313.3,6,2013_FL,NorthCarolina
MSW500.4,10.8,2013_MI,Michigan
MSW252.2,11.7,2013_MI,Michigan
MSW259.6,19.8,2013_MI,Michigan
MSW299.2,18.3,2013_MI,Michigan
MSW326.6,11.7,2013_MI,Michigan
MSW123.3,18.9,2013_MI,Michigan
MSW450.1,11.3,2013_MI,Michigan
MSW474.1,17.5,2013_MI,Michigan
MSW293.1,18,2013_MI,Michigan
NDTX071109C.1W,11.6,2013_MI,Texas
MSW501.2,17.7,2013_MI,Michigan
MSW501.5,13.4,2013_MI,Michigan
MSW509.5,23.1,2013_MI,Michigan
NDA081453CAB.2C,17.4,2013_MI,Idaho
NDTX060700C.1W,12,2013_MI,Texas
NDTX091908AB.2W,14,2013_MI,Texas
MSW075.1,16.9,2013_MI,Michigan
MSW068.4,10.6,2013_MI,Michigan
MST229.1,11.5,2013_MI,Michigan
MST096.2Y,9.7,2013_MI,Michigan
MST096.2Y,9.7,2013_MI,Michigan
MST154.3,12.2,2013_MI,Michigan
MST184.3,10.5,2013_MI,Michigan
MST184.3,13.4,2013_MI,Michigan
MST186.1Y,19.2,2013_MI,Michigan
MST186.1Y,19,2013_MI,Michigan
MST191.2Y,22.8,2013_MI,Michigan
MST412.3,22.4,2013_MI,Michigan
MSV505.2,14.2,2013_MI,Michigan
MST412.3,14.7,2013_MI,Michigan
MST441.1,11.1,2013_MI,Michigan
MSU245.1,14.5,2013_MI,Michigan
MSV241.2,19.4,2013_MI,Michigan
MSV358.3,16.5,2013_MI,Michigan
MSV380.1,14.1,2013_MI,Michigan
MSV394.3,11.2,2013_MI,Michigan
MSV498.1,18.4,2013_MI,Michigan
NY153,12.7,2013_MI,NewYork
W9200.7,12.8,2013_MI,Wisconsin
W8848.3,9.9,2013_MI,Wisconsin
W8848.3,10.4,2013_MI,Wisconsin
W8867.5,11.3,2013_MI,Wisconsin
W8867.5,18.9,2013_MI,Wisconsin
W8867.7,12.9,2013_MI,Wisconsin
W8867.7,12.8,2013_MI,Wisconsin
W9200.13,18.5,2013_MI,Wisconsin
W9200.13,10.6,2013_MI,Wisconsin
W9202.2,13,2013_MI,Wisconsin
W9252.7,15.5,2013_MI,Wisconsin
W9252.7,14.8,2013_MI,Wisconsin
W9285.3Y,12.9,2013_MI,Wisconsin
W9306.1,15.1,2013_MI,Wisconsin
W9306.1,13.8,2013_MI,Wisconsin
W9577.6Y,18.6,2013_MI,Wisconsin
W9632.1,14,2013_MI,Wisconsin
W9632.1,11.7,2013_MI,Wisconsin
W9652.1,14.1,2013_MI,Wisconsin
W9652.1,13.1,2013_MI,Wisconsin
MSS428.2,15.7,2013_MI,Michigan
NY153,13.8,2013_MI,NewYork
NYWJ11.5,20.6,2013_MI,NewYork
NYJ112.2,11.5,2013_MI,NewYork
NYJ112.2,13.3,2013_MI,NewYork
NYJ2.29,11.1,2013_MI,NewYork
NYJ2.29,10,2013_MI,NewYork
W8822.1,9.8,2013_MI,Wisconsin
TX09396.1W,14.9,2013_MI,Texas
W6822.3,13.8,2013_MI,Wisconsin
W6822.3,13.8,2013_MI,Wisconsin
W8587.4,12.5,2013_MI,Wisconsin
W8603.1,11.5,2013_MI,Wisconsin
W8603.1,11.3,2013_MI,Wisconsin
W8822.1,19.3,2013_MI,Wisconsin
MSS428.2,18.8,2013_MI,Michigan
MSR169.8Y,11.1,2013_MI,Michigan
AF5152.2,11.6,2013_MI,Maine
AF5152.3,13.5,2013_MI,Maine
AF5320.1,14.1,2013_MI,Maine
B2842.1,14.2,2013_MI,Wisconsin
B2869.15,11.7,2013_MI,Wisconsin
B2869.20,13.5,2013_MI,Wisconsin
B2869.29,15.8,2013_MI,Wisconsin
AF5081.4,20.1,2013_MI,Maine
B2883.11,15.2,2013_MI,Wisconsin
B2895.8,15.4,2013_MI,Wisconsin
B2904.2,17.9,2013_MI,Wisconsin
B2936.2,11.6,2013_MI,Wisconsin
B2947.4,13.2,2013_MI,Wisconsin
B2947.8,16.5,2013_MI,Wisconsin
B2950.2,17.2,2013_MI,Wisconsin
B2950.3,13.7,2013_MI,Wisconsin
B2960.4,20.9,2013_MI,Wisconsin
BNC311.4,13.1,2013_MI,NorthCarolina
AF5142.3,8.9,2013_MI,Maine
AF5040.8,16.7,2013_MI,Maine
BNC317.8,13.5,2013_MI,NorthCarolina
MSR169.8Y,10.9,2013_MI,Michigan
A00188.3C,16.8,2013_MI,Idaho
A01143.3C,31,2013_MI,Idaho
A01143.3C,28.7,2013_MI,Idaho
AF4157.6,13.6,2013_MI,Maine
AF4552.5,11.3,2013_MI,Maine
AF5038.6,15.9,2013_MI,Maine
AF4552.5,8.3,2013_MI,Maine
AF4573.2,17.1,2013_MI,Maine
AF4573.2,19.4,2013_MI,Maine
AF4648.2,12.1,2013_MI,Maine
AF4648.2,10.6,2013_MI,Maine
AF4736.10,11.1,2013_MI,Maine
AF4740.1,11,2013_MI,Maine
AF4747.5,9.9,2013_MI,Maine
AF4971.3,14.3,2013_MI,Maine
AF4975.3,17.5,2013_MI,Maine
AF5038.1,8.4,2013_MI,Maine
BNC313.3,9.8,2013_MI,NorthCarolina
AF5138.2,13.2,2013_MI,Maine
CO02024.9W,17.7,2013_MI,Colorado
MSK061.4,19.9,2013_MI,Michigan
MSL007.B,16.3,2013_MI,Michigan
MSL007.B,18.5,2013_MI,Michigan
MSM246.B,16.4,2013_MI,Michigan
MSM246.B,14,2013_MI,Michigan
MSN190.2,17.6,2013_MI,Michigan
MSN190.2,18,2013_MI,Michigan
MSQ086.3,21.7,2013_MI,Michigan
MSQ086.3,24.3,2013_MI,Michigan
MSQ089.1,20.9,2013_MI,Michigan
MSR058.1,15.7,2013_MI,Michigan
MSR058.1,15.5,2013_MI,Michigan
MSR127.2,20.4,2013_MI,Michigan
MSR127.2,17.7,2013_MI,Michigan
MSR128.4Y,9.4,2013_MI,Michigan
MSR128.4Y,12,2013_MI,Michigan
MSR157.1Y,11.2,2013_MI,Michigan
CO02024.9W,17.8,2013_MI,Colorado
MSR157.1Y,14.3,2013_MI,Michigan
MSQ089.1,22.8,2013_MI,Michigan
CO02033.1W,10.6,2013_MI,Colorado
CO02033.1W,16.6,2013_MI,Colorado
CO05061.2P,11.5,2013_MI,Colorado
CO05061.2P,13.2,2013_MI,Colorado
CO05061.6W,17.7,2013_MI,Colorado
CO05061.6W,13.9,2013_MI,Colorado
A00188.3C,15.1,2013_MI,Idaho
MSW501.5,11,2013_MO,Michigan
MSW509.5,16.1,2013_MO,Michigan
MSW450.1,7.8,2013_MO,Michigan
MSW501.2,9.2,2013_MO,Michigan
MSW500.4,10.2,2013_MO,Michigan
MSW474.1,10.3,2013_MO,Michigan
NY153,13.5,2013_MO,NewYork
NDTX060700C.1W,4.1,2013_MO,Texas
NDTX071109C.1W,9.6,2013_MO,Texas
NDTX091908AB.2W,8,2013_MO,Texas
NY153,14.4,2013_MO,NewYork
MSW299.2,10.1,2013_MO,Michigan
MSW326.6,13.7,2013_MO,Michigan
MST154.3,12.7,2013_MO,Michigan
MSW293.1,11.8,2013_MO,Michigan
MST096.2Y,14.1,2013_MO,Michigan
MST184.3,11.1,2013_MO,Michigan
MST184.3,11.7,2013_MO,Michigan
MST186.1Y,12.2,2013_MO,Michigan
MST186.1Y,14.2,2013_MO,Michigan
MST191.2Y,15.9,2013_MO,Michigan
MST229.1,9.4,2013_MO,Michigan
MST412.3,14.6,2013_MO,Michigan
MST412.3,11,2013_MO,Michigan
MST441.1,15,2013_MO,Michigan
MSW259.6,14.4,2013_MO,Michigan
MSU245.1,11.9,2013_MO,Michigan
MSV358.3,11.8,2013_MO,Michigan
MSV380.1,11.3,2013_MO,Michigan
MSV394.3,10.5,2013_MO,Michigan
MSV498.1,11.3,2013_MO,Michigan
MSV505.2,11.1,2013_MO,Michigan
MSW068.4,12.6,2013_MO,Michigan
MSW075.1,14.4,2013_MO,Michigan
MSW123.3,12.7,2013_MO,Michigan
MSW252.2,11.5,2013_MO,Michigan
W9577.6Y,17.9,2013_MO,Wisconsin
W9252.7,15,2013_MO,Wisconsin
W8867.5,16.6,2013_MO,Wisconsin
W8867.7,16.4,2013_MO,Wisconsin
W8867.7,14.3,2013_MO,Wisconsin
W9200.13,16.4,2013_MO,Wisconsin
W9200.13,16.5,2013_MO,Wisconsin
W9200.7,16.5,2013_MO,Wisconsin
W9202.2,14.9,2013_MO,Wisconsin
W9252.7,17.4,2013_MO,Wisconsin
W9285.3Y,14.1,2013_MO,Wisconsin
W8848.3,11.1,2013_MO,Wisconsin
W9306.1,18.4,2013_MO,Wisconsin
W9306.1,3.5,2013_MO,Wisconsin
W9632.1,16.5,2013_MO,Wisconsin
W9632.1,16.5,2013_MO,Wisconsin
W9652.1,13,2013_MO,Wisconsin
W9652.1,12.9,2013_MO,Wisconsin
W8867.5,18,2013_MO,Wisconsin
W8848.3,13.9,2013_MO,Wisconsin
NYJ112.2,14.5,2013_MO,NewYork
NYJ112.2,14.5,2013_MO,NewYork
NYJ2.29,16.8,2013_MO,NewYork
NYJ2.29,15.3,2013_MO,NewYork
NYWJ11.5,12.8,2013_MO,NewYork
TX09396.1W,12.5,2013_MO,Texas
W6822.3,15.5,2013_MO,Wisconsin
W6822.3,17.5,2013_MO,Wisconsin
W8587.4,12.2,2013_MO,Wisconsin
W8603.1,17.4,2013_MO,Wisconsin
W8603.1,14.6,2013_MO,Wisconsin
W8822.1,13.7,2013_MO,Wisconsin
W8822.1,16.1,2013_MO,Wisconsin
MST096.2Y,12.6,2013_MO,Michigan
MSV241.2,13.6,2013_MO,Michigan
MSS428.2,16.3,2013_MO,Michigan
AF5040.8,14.2,2013_MO,Maine
AF5081.4,9.7,2013_MO,Maine
AF5138.2,10.8,2013_MO,Maine
AF5142.3,7.9,2013_MO,Maine
AF5152.2,12.3,2013_MO,Maine
AF5152.3,11.5,2013_MO,Maine
AF5320.1,12.9,2013_MO,Maine
B2842.1,17.3,2013_MO,Wisconsin
AF5038.1,11.2,2013_MO,Maine
B2869.15,11.5,2013_MO,Wisconsin
B2869.20,10.4,2013_MO,Wisconsin
B2869.29,14.4,2013_MO,Wisconsin
B2883.11,12.8,2013_MO,Wisconsin
B2895.8,15.4,2013_MO,Wisconsin
B2904.2,15.5,2013_MO,Wisconsin
B2936.2,11.5,2013_MO,Wisconsin
B2947.4,10.7,2013_MO,Wisconsin
B2947.8,13.5,2013_MO,Wisconsin
B2950.2,9.7,2013_MO,Wisconsin
B2950.3,13.1,2013_MO,Wisconsin
AF5038.6,10.2,2013_MO,Maine
AF4975.3,14.7,2013_MO,Maine
B2960.4,14,2013_MO,Wisconsin
MSS428.2,19.6,2013_MO,Michigan
A01143.3C,18.7,2013_MO,Idaho
A01143.3C,13.5,2013_MO,Idaho
AC00206.2W,15.2,2013_MO,Colorado
AC00206.2W,16.3,2013_MO,Colorado
AC03452.2W,20.6,2013_MO,Colorado
AC03452.2W,18,2013_MO,Colorado
AC05153.1W,16.9,2013_MO,Colorado
AC05153.1W,9.8,2013_MO,Colorado
AF4971.3,10.5,2013_MO,Maine
AF4157.6,17.4,2013_MO,Maine
AF4157.6,13.9,2013_MO,Maine
AF4552.5,17.3,2013_MO,Maine
AF4552.5,13.8,2013_MO,Maine
AF4573.2,15.3,2013_MO,Maine
AF4573.2,16.8,2013_MO,Maine
AF4648.2,16,2013_MO,Maine
AF4736.10,11.7,2013_MO,Maine
AF4740.1,12.7,2013_MO,Maine
AF4747.5,10.6,2013_MO,Maine
AF4648.2,15.2,2013_MO,Maine
BNC311.4,16,2013_MO,NorthCarolina
MSK061.4,16.9,2013_MO,Michigan
MSL007.B,12.8,2013_MO,Michigan
MSL007.B,11.8,2013_MO,Michigan
MSM246.B,16.6,2013_MO,Michigan
MSM246.B,14.8,2013_MO,Michigan
MSN190.2,15.1,2013_MO,Michigan
MSN190.2,12.6,2013_MO,Michigan
MSQ086.3,16,2013_MO,Michigan
MSQ086.3,15.5,2013_MO,Michigan
MSQ089.1,18,2013_MO,Michigan
MSQ089.1,16.8,2013_MO,Michigan
MSR058.1,15.7,2013_MO,Michigan
MSR058.1,17,2013_MO,Michigan
MSR127.2,14.3,2013_MO,Michigan
MSR127.2,17.5,2013_MO,Michigan
MSR128.4Y,15.3,2013_MO,Michigan
MSR128.4Y,15.7,2013_MO,Michigan
MSR157.1Y,16.4,2013_MO,Michigan
MSR157.1Y,12.4,2013_MO,Michigan
MSR169.8Y,13.6,2013_MO,Michigan
BNC313.3,9.3,2013_MO,NorthCarolina
MSR169.8Y,13.2,2013_MO,Michigan
MSK061.4,16.9,2013_MO,Michigan
BNC317.8,14,2013_MO,NorthCarolina
CO02024.9W,16.8,2013_MO,Colorado
CO02024.9W,13.4,2013_MO,Colorado
CO02033.1W,14.4,2013_MO,Colorado
CO02033.1W,16.4,2013_MO,Colorado
CO05061.6W,15.1,2013_MO,Colorado
CO05061.6W,14.5,2013_MO,Colorado
NDTX071109C.1W,11,2013_NC,Texas
NDTX060700C.1W,5.2,2013_NC,Texas
MSW509.5,13,2013_NC,Michigan
MSW501.5,10,2013_NC,Michigan
NDTX091908AB.2W,9.5,2013_NC,Texas
NYJ2.29,12.2,2013_NC,NewYork
NYJ112.2,14.1,2013_NC,NewYork
MSW500.4,8.4,2013_NC,Michigan
NYWJ11.5,12.9,2013_NC,NewYork
NYJ2.29,12,2013_NC,NewYork
NYJ112.2,11.4,2013_NC,NewYork
NY153,10.9,2013_NC,NewYork
NY153,12.9,2013_NC,NewYork
MSW501.2,7.2,2013_NC,Michigan
MST229.1,6.8,2013_NC,Michigan
MST412.3,6.1,2013_NC,Michigan
MSU245.1,11.4,2013_NC,Michigan
MST096.2Y,8,2013_NC,Michigan
MST441.1,10.2,2013_NC,Michigan
MST412.3,6.2,2013_NC,Michigan
MST191.2Y,10,2013_NC,Michigan
MSV241.2,10.2,2013_NC,Michigan
MST186.1Y,5.2,2013_NC,Michigan
MST186.1Y,13.1,2013_NC,Michigan
MST184.3,5.6,2013_NC,Michigan
MST184.3,6.9,2013_NC,Michigan
MST154.3,8.4,2013_NC,Michigan
MSW474.1,11.8,2013_NC,Michigan
MSW252.2,9.2,2013_NC,Michigan
MSW450.1,7,2013_NC,Michigan
MSW326.6,6.9,2013_NC,Michigan
MSW299.2,12.9,2013_NC,Michigan
MSW293.1,10,2013_NC,Michigan
MSW259.6,7,2013_NC,Michigan
MSW123.3,14.7,2013_NC,Michigan
MSV358.3,11.5,2013_NC,Michigan
MSW075.1,10.5,2013_NC,Michigan
MSW068.4,12.1,2013_NC,Michigan
MSV505.2,13.2,2013_NC,Michigan
MSV498.1,13.8,2013_NC,Michigan
MSV394.3,8.7,2013_NC,Michigan
MSV380.1,7.6,2013_NC,Michigan
W9252.7,10.8,2013_NC,Wisconsin
W8867.5,5.2,2013_NC,Wisconsin
W9200.13,12.6,2013_NC,Wisconsin
W8867.7,13.7,2013_NC,Wisconsin
W8867.7,13.4,2013_NC,Wisconsin
W8867.5,12.3,2013_NC,Wisconsin
W8848.3,9,2013_NC,Wisconsin
W9200.7,17.3,2013_NC,Wisconsin
W8848.3,8.8,2013_NC,Wisconsin
W8822.1,10.3,2013_NC,Wisconsin
W9200.13,12,2013_NC,Wisconsin
W9202.2,9.1,2013_NC,Wisconsin
W8603.1,10.1,2013_NC,Wisconsin
W9652.1,12.5,2013_NC,Wisconsin
W9652.1,10.5,2013_NC,Wisconsin
W9632.1,11.8,2013_NC,Wisconsin
W9632.1,10.2,2013_NC,Wisconsin
W9577.6Y,14,2013_NC,Wisconsin
W9306.1,12,2013_NC,Wisconsin
W9306.1,12.5,2013_NC,Wisconsin
W9285.3Y,12,2013_NC,Wisconsin
W9252.7,11.7,2013_NC,Wisconsin
W8822.1,11.4,2013_NC,Wisconsin
W8603.1,10.6,2013_NC,Wisconsin
W8587.4,6.9,2013_NC,Wisconsin
TX09396.1W,8.2,2013_NC,Texas
W6822.3,11.1,2013_NC,Wisconsin
W6822.3,11.6,2013_NC,Wisconsin
MST096.2Y,7.1,2013_NC,Michigan
MSR058.1,7.8,2013_NC,Michigan
AF5320.1,12,2013_NC,Maine
AF5152.3,11.7,2013_NC,Maine
AC03452.2W,10.7,2013_NC,Colorado
AF4157.6,11.2,2013_NC,Maine
AF4157.6,12.7,2013_NC,Maine
AC05153.1W,12.4,2013_NC,Colorado
AC05153.1W,13,2013_NC,Colorado
AC03452.2W,11.3,2013_NC,Colorado
AC00206.2W,10.7,2013_NC,Colorado
AC00206.2W,11.9,2013_NC,Colorado
MSS428.2,12.7,2013_NC,Michigan
AF4552.5,14.4,2013_NC,Maine
AF5152.2,10.7,2013_NC,Maine
AF4975.3,13.3,2013_NC,Maine
AF5142.3,8.4,2013_NC,Maine
AF5138.2,10.5,2013_NC,Maine
AF5081.4,9,2013_NC,Maine
AF5040.8,13.8,2013_NC,Maine
AF5038.6,5.3,2013_NC,Maine
AF5038.1,7.3,2013_NC,Maine
AF4971.3,9.5,2013_NC,Maine
AF4552.5,10.9,2013_NC,Maine
AF4747.5,11.1,2013_NC,Maine
AF4740.1,9.5,2013_NC,Maine
AF4736.10,9.2,2013_NC,Maine
AF4648.2,7.8,2013_NC,Maine
AF4648.2,10.4,2013_NC,Maine
AF4573.2,8.7,2013_NC,Maine
AF4573.2,7.6,2013_NC,Maine
B2842.1,16,2013_NC,Wisconsin
MSK061.4,11.9,2013_NC,Michigan
MSN190.2,8.4,2013_NC,Michigan
MSN190.2,10.3,2013_NC,Michigan
MSM246.B,8.1,2013_NC,Michigan
MSM246.B,8.5,2013_NC,Michigan
MSL007.B,8.8,2013_NC,Michigan
MSL007.B,8.3,2013_NC,Michigan
MSK061.4,10.6,2013_NC,Michigan
MSQ086.3,12.1,2013_NC,Michigan
MSQ086.3,11.1,2013_NC,Michigan
MSQ089.1,10.2,2013_NC,Michigan
MSR128.4Y,8.9,2013_NC,Michigan
B2869.15,8.7,2013_NC,Wisconsin
MSS428.2,12.5,2013_NC,Michigan
MSR169.8Y,9.3,2013_NC,Michigan
MSR169.8Y,6.2,2013_NC,Michigan
MSR157.1Y,8.6,2013_NC,Michigan
MSR157.1Y,7.7,2013_NC,Michigan
MSR128.4Y,8.3,2013_NC,Michigan
MSQ089.1,9.8,2013_NC,Michigan
MSR127.2,8.2,2013_NC,Michigan
MSR127.2,9.1,2013_NC,Michigan
MSR058.1,6.1,2013_NC,Michigan
B2947.8,15.5,2013_NC,Wisconsin
BNC313.3,8.6,2013_NC,NorthCarolina
BNC311.4,12.5,2013_NC,NorthCarolina
B2960.4,9.1,2013_NC,Wisconsin
B2950.3,12.8,2013_NC,Wisconsin
B2950.2,13,2013_NC,Wisconsin
B2947.4,7.5,2013_NC,Wisconsin
B2904.2,10,2013_NC,Wisconsin
B2895.8,9.3,2013_NC,Wisconsin
B2883.11,12.6,2013_NC,Wisconsin
B2869.29,11.6,2013_NC,Wisconsin
B2869.20,10.2,2013_NC,Wisconsin
BNC317.8,11.3,2013_NC,NorthCarolina
B2936.2,12.8,2013_NC,Wisconsin
CO02024.9W,11.8,2013_NC,Colorado
CO02033.1W,10.7,2013_NC,Colorado
CO05061.6W,11,2013_NC,Colorado
CO02024.9W,11.3,2013_NC,Colorado
CO05061.6W,10.9,2013_NC,Colorado
CO02033.1W,9.7,2013_NC,Colorado
MSW474.1,13.5,2013_NY,Michigan
MSW450.1,9.2,2013_NY,Michigan
MSW326.6,8.5,2013_NY,Michigan
MSW293.1,14.9,2013_NY,Michigan
MSW299.2,14,2013_NY,Michigan
MSW259.6,20.4,2013_NY,Michigan
MSW123.3,17,2013_NY,Michigan
MSW500.4,11.9,2013_NY,Michigan
MSW252.2,9.5,2013_NY,Michigan
MSW501.2,14.5,2013_NY,Michigan
MSW501.5,17.3,2013_NY,Michigan
MSW509.5,16.9,2013_NY,Michigan
NDA081453CAB.2C,17.7,2013_NY,Idaho
NDTX060700C.1W,6.5,2013_NY,Texas
NDTX071109C.1W,7.6,2013_NY,Texas
MSW068.4,13.5,2013_NY,Michigan
MSW075.1,14.9,2013_NY,Michigan
MST186.1Y,18.1,2013_NY,Michigan
MSV505.2,11.6,2013_NY,Michigan
MST229.1,11.6,2013_NY,Michigan
MSS428.2,20.6,2013_NY,Michigan
MST096.2Y,14.2,2013_NY,Michigan
MST096.2Y,13.3,2013_NY,Michigan
MST154.3,13.2,2013_NY,Michigan
MST184.3,15.6,2013_NY,Michigan
MST184.3,8.2,2013_NY,Michigan
MST186.1Y,17.1,2013_NY,Michigan
MST191.2Y,14.1,2013_NY,Michigan
MST412.3,18.6,2013_NY,Michigan
MSV498.1,21.8,2013_NY,Michigan
MST412.3,16.1,2013_NY,Michigan
MST441.1,14.6,2013_NY,Michigan
MSU245.1,17.6,2013_NY,Michigan
MSV241.2,12.2,2013_NY,Michigan
MSV358.3,10.8,2013_NY,Michigan
MSV380.1,13.1,2013_NY,Michigan
MSV394.3,11.3,2013_NY,Michigan
NDTX091908AB.2W,15.6,2013_NY,Texas
W8867.7,10.6,2013_NY,Wisconsin
W9200.7,11.1,2013_NY,Wisconsin
W8848.3,12.3,2013_NY,Wisconsin
W8848.3,9.6,2013_NY,Wisconsin
W8867.5,13.2,2013_NY,Wisconsin
W8867.5,11.1,2013_NY,Wisconsin
W8867.7,8,2013_NY,Wisconsin
W9200.13,14.5,2013_NY,Wisconsin
W9200.13,11.8,2013_NY,Wisconsin
W9202.2,12.5,2013_NY,Wisconsin
W9252.7,19.3,2013_NY,Wisconsin
W9252.7,15.2,2013_NY,Wisconsin
W9285.3Y,14.9,2013_NY,Wisconsin
W9306.1,10.2,2013_NY,Wisconsin
W9306.1,13.9,2013_NY,Wisconsin
W9577.6Y,14.7,2013_NY,Wisconsin
W9632.1,10.6,2013_NY,Wisconsin
W9632.1,14.1,2013_NY,Wisconsin
W9652.1,17.7,2013_NY,Wisconsin
W9652.1,13.3,2013_NY,Wisconsin
MSR169.8Y,10.1,2013_NY,Michigan
NYWJ11.5,18.1,2013_NY,NewYork
NYJ112.2,16.5,2013_NY,NewYork
NYJ112.2,14.6,2013_NY,NewYork
NYJ2.29,16.1,2013_NY,NewYork
NYJ2.29,13.1,2013_NY,NewYork
W8822.1,18.8,2013_NY,Wisconsin
TX09396.1W,10,2013_NY,Texas
W6822.3,12.1,2013_NY,Wisconsin
W6822.3,15.8,2013_NY,Wisconsin
W8587.4,7.5,2013_NY,Wisconsin
W8603.1,10,2013_NY,Wisconsin
W8603.1,12.2,2013_NY,Wisconsin
W8822.1,17.7,2013_NY,Wisconsin
MSS428.2,18.6,2013_NY,Michigan
MSN190.2,12.7,2013_NY,Michigan
MSR169.8Y,13.1,2013_NY,Michigan
B2869.20,10.5,2013_NY,Wisconsin
AF5138.2,15,2013_NY,Maine
AF5152.2,10.6,2013_NY,Maine
AF5152.3,9.3,2013_NY,Maine
AF5320.1,12,2013_NY,Maine
B2842.1,10.6,2013_NY,Wisconsin
B2869.15,10.7,2013_NY,Wisconsin
AF5040.8,15.4,2013_NY,Maine
B2883.11,11.1,2013_NY,Wisconsin
B2895.8,18.3,2013_NY,Wisconsin
B2904.2,10.4,2013_NY,Wisconsin
B2936.2,8.6,2013_NY,Wisconsin
B2947.4,13.7,2013_NY,Wisconsin
B2947.8,16.8,2013_NY,Wisconsin
B2950.2,15.4,2013_NY,Wisconsin
B2950.3,13.5,2013_NY,Wisconsin
B2960.4,10.7,2013_NY,Wisconsin
AF5081.4,16.6,2013_NY,Maine
AF5038.6,11.1,2013_NY,Maine
BNC313.3,9.6,2013_NY,NorthCarolina
A00188.3C,11.1,2013_NY,Idaho
MSR157.1Y,8.2,2013_NY,Michigan
A00188.3C,14.7,2013_NY,Idaho
A01143.3C,13.4,2013_NY,Idaho
A01143.3C,15.3,2013_NY,Idaho
AF4157.6,14.8,2013_NY,Maine
AF4157.6,10.1,2013_NY,Maine
AF5038.1,15.6,2013_NY,Maine
AF4552.5,9.6,2013_NY,Maine
